Unnamed: 0;Url;ImageUrl;ProductId;Title;CategoryTree;ProductDescriptionEN;GlobalCategoryEN
916;https://www.ikea.com/us/en/p/brogrund-extendable-towel-stand-stainless-steel-30408998/;https://www.ikea.com/us/en/images/products/brogrund-extendable-towel-stand-stainless-steel__0749070_pe745427_s5.jpg?f=s;30408998;BROGRUND Extendable towel stand;Storage & organization/Storage containers/Bathroom accessories/Towel rails & towel holders;Clean, simple and distinctive. The BROGRUND series offers a wide variety of clever accessories that create order out of chaos in your bathroom while also giving it a fresh, modern look.;Storage & organization
8926;https://www.ikea.com/us/en/p/videbaek-rug-flatwoven-handmade-multicolor-10390862/;https://www.ikea.com/us/en/images/products/videbaek-rug-flatwoven-handmade-multicolor__0589952_pe673584_s5.jpg?f=s;10390862;VIDEBÄK Rug, flatwoven;Rugs/Rugs/Large & medium rugs;Each rug is unique because it has been handwoven by skilled craftspeople with good working conditions and fair wages at organized weaving centers in India or Bangladesh. Made from 100% wool.;Rugs
5681;https://www.ikea.com/us/en/p/symfonisk-speaker-hook-black-50444325/;https://www.ikea.com/us/en/images/products/symfonisk-speaker-hook-black__0738989_pe741622_s5.jpg?f=s;50444325;SYMFONISK Speaker hook;Home electronics/Speakers/Wi-Fi speakers;Hang SYMFONISK speaker on the wall to save space in your kitchen. With this speaker hook you can easily hang it on a rail like KUNGSFORS or FINTORP – saving precious space on your countertop.;Home electronics
903;https://www.ikea.com/us/en/p/ekoln-toothbrush-holder-dark-gray-00441621/;https://www.ikea.com/us/en/images/products/ekoln-toothbrush-holder-dark-gray__0749023_pe745401_s5.jpg?f=s;441621;EKOLN Toothbrush holder;Storage & organization/Storage containers/Bathroom accessories/Toothbrush holders;The clean, smooth curves give your bathroom a new and fresh expression. For a coordinated look, combine with other accessories in the EKOLN series. Sometimes the smallest changes can make a big difference.;Storage & organization
3415;https://www.ikea.com/us/en/p/klimpfjaell-bench-gray-brown-40480390/;https://www.ikea.com/us/en/images/products/klimpfjaell-bench-gray-brown__0976442_pe813227_s5.jpg?f=s;40480390;KLIMPFJÄLL Bench;Furniture/Chairs/Stools & benches/Benches;This double pedestal/trestle bench comes to the rescue when you want to make space for many around the table. A stable hardwood construction made for gatherings, for many years to come.;Furniture
3564;https://www.ikea.com/us/en/p/malsjoe-tv-unit-with-sliding-doors-black-stained-60327774/;https://www.ikea.com/us/en/images/products/malsjoe-tv-unit-with-sliding-doors-black-stained__0644451_pe702708_s5.jpg?f=s;60327774;MALSJÖ TV unit with sliding doors;Storage & organization/TV & media furniture/TV stands & benches;A TV bench in black, with storage behind sliding glass doors. A neat piece of furniture that fits almost anywhere and holds your TV equipment while keeping it free from dust.;Storage & organization
2721;https://www.ikea.com/us/en/p/ekolsund-cover-for-recliner-gunnared-dark-gray-50442656/;https://www.ikea.com/us/en/images/products/ekolsund-cover-for-recliner-gunnared-dark-gray__0709891_pe727153_s5.jpg?f=s;50442656;EKOLSUND Cover for recliner;Furniture/Sofas & sectionals/Sofa & armchairs covers/EKOLSUND covers;EKOLSUND cover is very durable and can also be removed and machine washed. So you can sit and relax in your armchair and enjoy a cup of coffee without worrying about spilling.;Furniture
3259;https://www.ikea.com/us/en/p/listerby-coffee-table-brown-30351440/;https://www.ikea.com/us/en/images/products/listerby-coffee-table-brown__0612069_pe685593_s5.jpg?f=s;30351440;LISTERBY Coffee table;Furniture/Tables & desks/Accent tables/Coffee tables;This robust table with generous dimensions lasts a long time since lacquer protects the hardwearing ash and preserves the natural wood feel. Sturdy and with a genuine character – year after year.;Furniture
3081;https://www.ikea.com/us/en/p/melltorp-tabletop-white-50280098/;https://www.ikea.com/us/en/images/products/melltorp-tabletop-white__0737224_pe740952_s5.jpg?f=s;50280098;MELLTORP Tabletop;Furniture/Tables & desks/Dining tables/Dining table tops & underframes;The melamine table top is moisture resistant, stain resistant and easy to keep clean.;Furniture
5017;https://www.ikea.com/us/en/p/sinnlig-scented-candle-in-glass-pumpkin-spice-dark-orange-50445810/;https://www.ikea.com/us/en/images/products/sinnlig-scented-candle-in-glass-pumpkin-spice-dark-orange__0733851_pe739233_s5.jpg?f=s;50445810;SINNLIG Scented candle in glass;Home Décor/Candle holders & candles/Scented candles;Spicy scent of pumpkin with hints of cinnamon and vanilla.;Home Décor
7866;https://www.ikea.com/us/en/p/simrishamn-wall-lamp-with-swing-arm-led-bulb-chrome-plated-opal-glass-90439096/;https://www.ikea.com/us/en/images/products/simrishamn-wall-lamp-with-swing-arm-led-bulb-chrome-plated-opal-glass__0793735_pe765531_s5.jpg?f=s;90439096;SIMRISHAMN Wall lamp with swing arm + LED bulb;Lighting/Lamps & light fixtures/Wall lamps/Wall lamps;A stylish glass and chrome lamp from the SIMRISHAMN series. Modern lighting for an entire home that creates a nice atmosphere. Use it as a standalone eye-catcher or mix it with other lamps in the series.;Lighting
6848;https://www.ikea.com/us/en/p/alandsrot-fabric-natural-floral-patterned-20476577/;https://www.ikea.com/us/en/images/products/alandsrot-fabric-natural-floral-patterned__0832420_pe777677_s5.jpg?f=s;20476577;ÅLANDSROT Fabric;Home Textiles/Fabrics & sewing/Fabrics;Like a work of art, ÅLANDSROT fabric catches your eye with its colorful and expressive tulips. The pattern was first created in the 1800’s and can be found at Musée de l'Impression sur Etoffes in France.;Home Textiles
1054;https://www.ikea.com/us/en/p/voxnan-bath-shower-set-thermostatic-faucet-chrome-plated-00342621/;https://www.ikea.com/us/en/images/products/voxnan-bath-shower-set-thermostatic-faucet-chrome-plated__0755275_pe748319_s5.jpg?f=s;342621;VOXNAN Bath;Bathroom/Showers/Shower sets & rails/VOXNAN Bath;10 year limited warranty on the faucet and 3 year limited warranty on other parts. Read about the terms in the limited warranty brochure.;Bathroom
2672;https://www.ikea.com/us/en/p/uppland-cover-for-sofa-blekinge-white-50487635/;https://www.ikea.com/us/en/images/products/uppland-cover-for-sofa-blekinge-white__0818565_pe774487_s5.jpg?f=s;50487635;UPPLAND Cover for sofa;Furniture/Sofas & sectionals/Sofa & armchairs covers/UPPLAND covers;A new cover is a great way to extend the life of your favorite sofa and revitalize your home – for a new season or a special occasion. You also make a sustainable choice by freshening up and reusing!;Furniture
10087;https://www.ikea.com/us/en/p/hemnes-shoe-cabinet-with-4-compartments-dark-gray-stained-30381753/;https://www.ikea.com/us/en/images/products/hemnes-shoe-cabinet-with-4-compartments-dark-gray-stained__0528512_pe645830_s5.jpg?f=s;30381753;HEMNES Shoe cabinet with 4 compartments;Storage & organization/Clothes organizers/Shoe cabinets;Helps you organize your shoes and saves floor space at the same time.;Storage & organization
2987;https://www.ikea.com/us/en/p/urshult-led-cabinet-light-nickel-plated-60260405/;https://www.ikea.com/us/en/images/products/urshult-led-cabinet-light-nickel-plated__0244969_pe384008_s5.jpg?f=s;60260405;URSHULT LED cabinet light;Lighting/Integrated lighting/Bookcase lighting;A cabinet’s best friend – it lights things up inside and creates a cozy atmosphere in the room. Use it on top of a wardrobe in the bedroom, or together with storage in the living room, kitchen or hallway.;Lighting
8939;https://www.ikea.com/us/en/p/bjerndrup-door-mat-natural-60486739/;https://www.ikea.com/us/en/images/products/bjerndrup-door-mat-natural__0878815_pe781719_s5.jpg?f=s;60486739;BJERNDRUP Door mat;Rugs/Rugs/Door mats;The anti-slip backing keeps the rug firmly in place on the floor and reduces the risk of slipping.;Rugs
1526;https://www.ikea.com/us/en/p/hildamaria-cushion-cover-green-natural-stripe-30488933/;https://www.ikea.com/us/en/images/products/hildamaria-cushion-cover-green-natural-stripe__0933125_pe791749_s5.jpg?f=s;30488933;HILDAMARIA Cushion cover;Beds & mattresses/Bedding/Cushions & cushions covers/Cushion covers;The broad-stripe pattern reminds of the classic stripes found on umbrellas and beach loungers of the past. The cotton fabric in natural and forest green pairs easily with other colors and patterns.;Beds & mattresses
10093;https://www.ikea.com/us/en/p/staell-shoe-cabinet-with-3-compartments-white-50178091/;https://www.ikea.com/us/en/images/products/staell-shoe-cabinet-with-3-compartments-white__0710720_pe727741_s5.jpg?f=s;50178091;STÄLL Shoe cabinet with 3 compartments;Storage & organization/Clothes organizers/Shoe racks & stands;You will have room for plenty of shoes as each compartment has double rows.;Storage & organization
6915;https://www.ikea.com/us/en/p/hallbar-bin-with-lid-light-gray-50420206/;https://www.ikea.com/us/en/images/products/hallbar-bin-with-lid-light-gray__0742729_pe742786_s5.jpg?f=s;50420206;HÅLLBAR Bin with lid;Storage & organization/Storage containers/Bins & bags/Trash cans & pedal bins;Are you curious about how your waste can become new resources? HÅLLBAR series helps you sort different materials into different bins – a simple action and the first step towards giving waste a new life.;Storage & organization
1413;https://www.ikea.com/us/en/p/gulsparv-comforter-cover-1-pillowcase-f-crib-blueberry-patterned-80427070/;https://www.ikea.com/us/en/images/products/gulsparv-comforter-cover-1-pillowcase-f-crib-blueberry-patterned__0658006_pe710096_s5.jpg?f=s;80427070;GULSPARV Comforter cover 1 pillowcase f crib;Beds & mattresses/Bedding/Bedlinen/Baby bed linen;Put your baby snug to bed in a sea of decorative blueberries. This lovely soft duvet cover and pillowcase are woven from durable and sustainably sourced cotton that can be machine washed, over and over.;Beds & mattresses
5855;https://www.ikea.com/us/en/p/eldtorn-room-darkening-curtains-1-pair-brown-50488102/;https://www.ikea.com/us/en/images/products/eldtorn-room-darkening-curtains-1-pair-brown__0914089_pe783836_s5.jpg?f=s;50488102;ELDTORN Room darkening curtains, 1 pair;Home Textiles/Window treatments/Curtains & drapes/Room darkening curtains & drapes;Inspired by the heavy velvet fabrics and colors of the 60’s, ELDTORN curtains create a sense of warmth and luxury in the room. The straight pleats in the soft fabric add contrast to the expression.;Home Textiles
7354;https://www.ikea.com/us/en/p/hultarp-magnetic-knife-rack-black-80444442/;https://www.ikea.com/us/en/images/products/hultarp-magnetic-knife-rack-black__0917352_pe785734_s5.jpg?f=s;80444442;HULTARP Magnetic knife rack;Kitchen & appliances/Kitchen wall organization & storage/Wall organizers;Smart solutions to free up your workspace and put things close at hand - that’s what the HULTARP series is all about, topped with a traditional expression that adds a warm feeling to your kitchen.;Kitchen & appliances
492;https://www.ikea.com/us/en/p/urskog-cushion-lion-gray-00393917/;https://www.ikea.com/us/en/images/products/urskog-cushion-lion-gray__0552849_pe659099_s5.jpg?f=s;393917;URSKOG Cushion;Beds & mattresses/Bedding/Cushions & cushions covers/Children's cushions & blankets;The cushion is nice for tired small heads and soft against your child’s cheek.;Beds & mattresses
5071;https://www.ikea.com/us/en/p/pjaetteryd-picture-cherry-blossom-tree-50491492/;https://www.ikea.com/us/en/images/products/pjaetteryd-picture-cherry-blossom-tree__0925577_pe788795_s5.jpg?f=s;50491492;PJÄTTERYD Picture;Home Décor/Wall décor/Wall art;Motif created by Don Schwartz.;Home Décor
3618;https://www.ikea.com/us/en/p/hejne-shelf-80287809/;https://www.ikea.com/us/en/images/products/hejne-shelf__0625022_pe692065_s5.jpg?f=s;80287809;HEJNE Shelf;Storage & organization/Shelving units, bookcases & storage options/Storage shelves & units;Untreated solid pine is a durable natural material that can be painted, oiled or stained according to preference.;Storage & organization
8537;https://www.ikea.com/us/en/p/dyning-canopy-white-60125785/;https://www.ikea.com/us/en/images/products/dyning-canopy-white__0712025_pe728615_s5.jpg?f=s;60125785;DYNING Canopy;Outdoor/Umbrellas & gazebos/Shades, canopies & screens;Relax on a sunny day under a large, rectangular canopy that makes your terrace and garden more beautiful and shadier. A good alternative to a pergola or covered porch to keep the sun away.;Outdoor
9703;https://www.ikea.com/us/en/p/jonaxel-shelf-unit-white-70419971/;https://www.ikea.com/us/en/images/products/jonaxel-shelf-unit-white__0678063_pe719175_s5.jpg?f=s;70419971;JONAXEL Shelf unit;Storage & organization/Storage solution systems/JONAXEL system/JONAXEL parts;It can be difficult to keep things neat and tidy. JONAXEL storage system lets you utilize the spaces you have in smarter ways. You can build a combination that fits exactly your needs and use it almost anywhere, even in humid bathrooms and laundry rooms.;Storage & organization
1259;https://www.ikea.com/us/en/p/rosenvial-mattress-protector-00462294/;https://www.ikea.com/us/en/images/products/rosenvial-mattress-protector__0789901_pe764191_s5.jpg?f=s;462294;ROSENVIAL Mattress protector;Beds & mattresses/Bedding/Mattress & pillow protectors;Do you often wake up feeling too warm? This mattress protector contains a temperature regulating material that ensures a restful sleep. On top of that it protects your mattress and makes it last longer.;Beds & mattresses
7778;https://www.ikea.com/us/en/p/ryet-led-bulb-e26-800-lumen-globe-opal-00438727/;https://www.ikea.com/us/en/images/products/ryet-led-bulb-e26-800-lumen-globe-opal__0766155_pe753710_s5.jpg?f=s;438727;RYET LED bulb E26 800 lumen;Lighting/LED Light bulbs;High quality does not always mean high prices. By choosing really high-quality components for RYET LED light bulb, we could exclude other parts and thereby lower the price for you.;Lighting
6146;https://www.ikea.com/us/en/p/ullvide-fitted-sheet-dark-blue-80342783/;https://www.ikea.com/us/en/images/products/ullvide-fitted-sheet-dark-blue__0604098_pe681037_s5.jpg?f=s;80342783;ULLVIDE Fitted sheet;Beds & mattresses/Bedding/Bedlinen/Sheets;Cool, soft sheet woven with a high thread count from lyocell and sustainably grown cotton. Natural materials that breathe and absorb moisture, so you can sleep well all night.;Beds & mattresses
3622;https://www.ikea.com/us/en/p/kornsjoe-shelf-unit-black-50455413/;https://www.ikea.com/us/en/images/products/kornsjoe-shelf-unit-black__0806405_pe769939_s5.jpg?f=s;50455413;KORNSJÖ Shelf unit;Storage & organization/Shelving units, bookcases & storage options/Shelf units & cube storage;Stands steady also on uneven floors since it has adjustable feet.;Storage & organization
1736;https://www.ikea.com/us/en/p/varfint-trivet-cork-patterned-70485956/;https://www.ikea.com/us/en/images/products/varfint-trivet-cork-patterned__0956516_pe804699_s5.jpg?f=s;70485956;VÅRFINT Trivet;Cookware & tableware/Cookware & kitchenware/Cooking accessories;You can combine several pot stands to fit larger pots and dishes.;Cookware & tableware
3062;https://www.ikea.com/us/en/p/lubban-serving-cart-with-storage-rattan-anthracite-50434307/;https://www.ikea.com/us/en/images/products/lubban-serving-cart-with-storage-rattan-anthracite__0713688_pe729711_s5.jpg?f=s;50434307;LUBBAN Serving cart with storage;Furniture/Tables & desks/Accent tables/End tables & side tables;The living material rattan makes each cart unique. Put your coffee on the tray and a newspaper in the basket and bring it to your favorite place at home. A great way to invite nature into your home.;Furniture
5402;https://www.ikea.com/us/en/p/pudda-basket-90429648/;https://www.ikea.com/us/en/images/products/pudda-basket__0713105_pe729254_s5.jpg?f=s;90429648;PUDDA Basket;Home Décor/Storage boxes & baskets/Baskets;Details like the soft felt fabric and shiny brass button add style to any storage. This basket is available in two sizes for your different types of accessories, and it looks great with EKET storage.;Home Décor
3553;https://www.ikea.com/us/en/p/hauga-tv-unit-white-00415047/;https://www.ikea.com/us/en/images/products/hauga-tv-unit-white__0914120_pe783855_s5.jpg?f=s;415047;HAUGA TV unit;Storage & organization/TV & media furniture/TV stands & benches;Use throughout the home, on its own or with other furniture in the HAUGA series. This TV unit has 2 drawers where you can store remote and game controls – and cable management to keep all cables tidy.;Storage & organization
3258;https://www.ikea.com/us/en/p/bekant-sit-stand-underframe-corner-table-black-60263220/;https://www.ikea.com/us/en/images/products/bekant-sit-stand-underframe-corner-table-black__0735410_pe739944_s5.jpg?f=s;60263220;BEKANT Sit;Furniture/Tables & desks/Table & desk systems/GALANT/BEKANT system/BEKANT desk underframes/BEKANT Sit;10-year Limited Warranty. Read about the terms in the Limited Warranty brochure.;Furniture
5333;https://www.ikea.com/us/en/p/smarra-box-with-lid-natural-70348064/;https://www.ikea.com/us/en/images/products/smarra-box-with-lid-natural__0713116_pe729265_s5.jpg?f=s;70348064;SMARRA Box with lid;Home Décor/Storage boxes & baskets/Baskets;This decorative box in woven bamboo keeps things close at hand but not always visible. The soft shape and color add a natural feeling to your home and the weave gives you a glimpse of what’s inside.;Home Décor
1828;https://www.ikea.com/us/en/p/enkelsparig-water-bottle-stainless-steel-beige-00497222/;https://www.ikea.com/us/en/images/products/enkelsparig-water-bottle-stainless-steel-beige__0985523_pe816659_s5.jpg?f=s;497222;ENKELSPÅRIG Water bottle;Storage & organization/Storage containers/Food storage & organizing/Food containers;Make sure to always bring your favorite beverage. This stainless steel water bottle can be used year after year and easily joins you on the go thanks to its slim design and the beige lid’s handle.;Storage & organization
8821;https://www.ikea.com/us/en/p/vollerslev-rug-high-pile-white-30492572/;https://www.ikea.com/us/en/images/products/vollerslev-rug-high-pile-white__0933663_pe792171_s5.jpg?f=s;30492572;VOLLERSLEV Rug, high pile;Rugs/Rugs/Large & medium rugs;A new take on traditional shaggy! The long white pile is woven with varying yearn thicknesses to create a soft, irresistible texture that is also cozy to sit, walk, play or lie on.;Rugs
4862;https://www.ikea.com/us/en/p/tidvatten-vase-clear-glass-70417024/;https://www.ikea.com/us/en/images/products/tidvatten-vase-clear-glass__0528115_pe645662_s5.jpg?f=s;70417024;TIDVATTEN Vase;Home Décor/Vases & bowls/Vases;The vase is perfect for tulips and other short-stemmed flowers.;Home Décor
2436;https://www.ikea.com/us/en/p/sandviva-waist-apron-blue-90467942/;https://www.ikea.com/us/en/images/products/sandviva-waist-apron-blue__0790753_pe764377_s5.jpg?f=s;90467942;SANDVIVA Waist apron;Cookware & tableware/Kitchen textiles/Aprons;Features loop to hang cooking tongs, etc.;Cookware & tableware
5885;https://www.ikea.com/us/en/p/dignitet-support-corner-fixture-stainless-steel-40078030/;https://www.ikea.com/us/en/images/products/dignitet-support-corner-fixture-stainless-steel__36089_pe126980_s5.jpg?f=s;40078030;DIGNITET Support;Home Textiles/Window treatments/Curtain rods & rails/Curtain wires, clips & hooks;Complete your wire with one or more extra fittings for better stability if you need a slightly longer wire or need to angle it. Choose if you want to fix it to the ceiling or the wall.;Home Textiles
9924;https://www.ikea.com/us/en/p/elvarli-cross-brace-white-00309594/;https://www.ikea.com/us/en/images/products/elvarli-cross-brace-white__0626624_pe692917_s5.jpg?f=s;309594;ELVARLI Cross-brace;Storage & organization/Storage solution systems/ELVARLI system/Post, side units & interiors;Cross-brace helps stabilize the storage solution.;Storage & organization
7586;https://www.ikea.com/us/en/p/hektar-wall-clamp-spotlight-with-led-bulb-dark-gray-50416247/;https://www.ikea.com/us/en/images/products/hektar-wall-clamp-spotlight-with-led-bulb-dark-gray__0149982_pe308137_s5.jpg?f=s;50416247;HEKTAR Wall;Lighting/Lamps & light fixtures/Wall lamps/Wall spotlights;The simple, oversized metal shape is inspired by old lamps from places like factories and theaters. Used together, HEKTAR lamps support different activities and create a unified, rustic look in the room.;Lighting
5872;https://www.ikea.com/us/en/p/syrlig-curtain-ring-with-clip-and-hook-black-10217240/;https://www.ikea.com/us/en/images/products/syrlig-curtain-ring-with-clip-and-hook-black__0603456_pe680807_s5.jpg?f=s;10217240;SYRLIG Curtain ring with clip and hook;Home Textiles/Window treatments/Curtain rods & rails/Curtain rods;These black curtain rings slide easily on the curtain rod. Choose if you want to attach them to your curtain with clips or hooks – it’s all included.;Home Textiles
737;https://www.ikea.com/us/en/p/nissafors-utility-cart-black-20399777/;https://www.ikea.com/us/en/images/products/nissafors-utility-cart-black__0672522_pe716744_s5.jpg?f=s;20399777;NISSAFORS Utility cart;Kitchen & appliances/Kitchen islands & carts;This utility cart fits in the smallest of spaces and can be moved to wherever you need it. Use it as extra storage for all your kitchen utensils, desk accessories or for gloves, keys and mobile phones.;Kitchen & appliances
2361;https://www.ikea.com/us/en/p/nyskoeljd-dish-drying-mat-blue-50387259/;https://www.ikea.com/us/en/images/products/nyskoeljd-dish-drying-mat-blue__0712862_pe729108_s5.jpg?f=s;50387259;NYSKÖLJD Dish drying mat;Cookware & tableware/Dishwashing accessories/Dish drainers & drying racks;Smart accessories make kitchen work easier and help you keep the countertop neat and tidy. Use this drying mat to get more drying space or place it under the dish drainer to soak up all the dripping.;Cookware & tableware
4506;https://www.ikea.com/us/en/p/fejka-artificial-potted-plant-indoor-outdoor-common-daisy-pink-10395336/;https://www.ikea.com/us/en/images/products/fejka-artificial-potted-plant-indoor-outdoor-common-daisy-pink__0614181_pe686807_s5.jpg?f=s;10395336;FEJKA Artificial potted plant;Home Décor/Plants & flowers/Artificial plants & flowers;FEJKA artificial potted plants don’t require a green thumb. Perfect when you have better things to do than water plants and pick up dead leaves. You’ll have everyone fooled because they look so lifelike.;Home Décor
8830;https://www.ikea.com/us/en/p/jordloese-rug-flatwoven-pink-handmade-30504768/;https://www.ikea.com/us/en/images/products/jordloese-rug-flatwoven-pink-handmade__1015102_pe829872_s5.jpg?f=s;30504768;JORDLÖSE Rug, flatwoven;Rugs/Rugs/Large & medium rugs;Each rug is a unique, hand-woven work of art decorated with traditional kilim patterns in soft pastel colours. Made of wool, a naturally durable and water-repellent material that lasts for many years.;Rugs
3925;https://www.ikea.com/us/en/p/eneryda-handle-black-70347516/;https://www.ikea.com/us/en/images/products/eneryda-handle-black__0754248_pe747840_s5.jpg?f=s;70347516;ENERYDA Handle;Storage & organization/Storage solution systems/PAX system/Knobs & handles;Knobs and handles are like icing on the cake – that small detail that makes a big difference. ENERYDA series offers different forms and colours - all with a traditional character and long-lasting design.;Storage & organization
6601;https://www.ikea.com/us/en/p/roedhake-burp-cloth-rabbits-blueberries-pattern-white-00440198/;https://www.ikea.com/us/en/images/products/roedhake-burp-cloth-rabbits-blueberries-pattern-white__0715289_pe730406_s5.jpg?f=s;440198;RÖDHAKE Burp cloth;Baby & kids/Baby/Baby textiles/Baby blankets & quilts;Highly absorbent cloth made of 100% cotton – perfect to use during baths, diaper changes, or when burping, and always practical to bring in a bag or jacket pocket.;Baby & kids
4366;https://www.ikea.com/us/en/p/graesloek-plant-pot-indoor-outdoor-galvanized-10258037/;https://www.ikea.com/us/en/images/products/graesloek-plant-pot-indoor-outdoor-galvanized__0638853_pe699215_s5.jpg?f=s;10258037;GRÄSLÖK Plant pot;Home Décor/Flower pots & stands/Indoor plant pots;The handles make it easier to move the plant pots.;Home Décor
10064;https://www.ikea.com/us/en/p/tjusig-shoe-rack-white-30152638/;https://www.ikea.com/us/en/images/products/tjusig-shoe-rack-white__0710717_pe727738_s5.jpg?f=s;30152638;TJUSIG Shoe rack;Storage & organization/Clothes organizers/Shoe racks & stands;TJUSIG series helps you get your jackets, hats, accessories and shoes organized. The clean, simple design made from sustainably sourced solid wood is easy to place and easy to like.;Storage & organization
1269;https://www.ikea.com/us/en/p/puderviva-duvet-cover-and-pillowcase-s-light-yellow-50431568/;https://www.ikea.com/us/en/images/products/puderviva-duvet-cover-and-pillowcase-s-light-yellow__0720571_pe732654_s5.jpg?f=s;50431568;PUDERVIVA Duvet cover and pillowcase(s);Beds & mattresses/Bedding/Bedlinen/Duvet cover sets;A bed made up with linen will give you many sweet dreams. The material has a beautiful luster, breathes, absorbs moisture and only gets softer. Decorative ribbons keep the duvet and pillow in place.;Beds & mattresses
4521;https://www.ikea.com/us/en/p/gymnocalycium-potted-plant-grafted-cactus-80426725/;https://www.ikea.com/us/en/images/products/gymnocalycium-potted-plant-grafted-cactus__0540809_pe653232_s5.jpg?f=s;80426725;GYMNOCALYCIUM Potted plant;Home Décor/Plants & flowers/House plants;Decorate your home with plants combined with a plant pot to suit your style.;Home Décor
2748;https://www.ikea.com/us/en/p/strandmon-wing-chair-kelinge-beige-60492815/;https://www.ikea.com/us/en/images/products/strandmon-wing-chair-kelinge-beige__0950941_pe800821_s5.jpg?f=s;60492815;STRANDMON Wing chair;Furniture/Armchairs & chaises/Fabric armchairs;Need a hug? STRANDMON wing chair has an embracing feel with a high back, round armrests, soft lines and inviting upholstery. A traditional look with modern comfort for many cozy moments.;Furniture
1795;https://www.ikea.com/us/en/p/oumbaerlig-pot-with-lid-50286420/;https://www.ikea.com/us/en/images/products/oumbaerlig-pot-with-lid__0712827_pe729090_s5.jpg?f=s;50286420;OUMBÄRLIG Pot with lid;Cookware & tableware/Cookware & kitchenware/Pots & pans/Cooking & stock pots;Thick base with one layer of aluminum between two layers of stainless steel. Gives an even and energy-efficient heat, which reduces the risk of food burning and sticking.;Cookware & tableware
5790;https://www.ikea.com/us/en/p/frakta-tarpaulin-blue-99304696/;https://www.ikea.com/us/en/images/products/frakta-tarpaulin-blue__79090_pe202619_s5.jpg?f=s;99304696;FRAKTA Tarpaulin;Storage & organization/Bags/Shopping bags & tote bags;Protects against moisture and dirt.;Storage & organization
2299;https://www.ikea.com/us/en/p/skyn-serving-bowl-white-90176778/;https://www.ikea.com/us/en/images/products/skyn-serving-bowl-white__0115716_pe269353_s5.jpg?f=s;90176778;SKYN Serving bowl;Cookware & tableware/Serveware/Bowls;Made of the finest quality bone china which means the bowl is very thin and delicate, while being extremely resistant to impact and very durable.;Cookware & tableware
4059;https://www.ikea.com/us/en/p/aepplaroe-armchair-outdoor-brown-stained-60469056/;https://www.ikea.com/us/en/images/products/aepplaroe-armchair-outdoor-brown-stained__0958770_pe805469_s5.jpg?f=s;60469056;ÄPPLARÖ Armchair, outdoor;Furniture/Patio furniture/Outdoor sofa sections;The furniture is made of acacia, a naturally durable and sturdy hardwood because of the high density of its wood fibers.;Furniture
2458;https://www.ikea.com/us/en/p/huvudroll-plant-balls-frozen-20483592/;https://www.ikea.com/us/en/images/products/huvudroll-plant-balls-frozen__0924503_pe788586_s5.jpg?f=s;20483592;HUVUDROLL Plant balls;IKEA food & restaurant/Vegetarian & plant based;Climate-conscious meat lover? The plant ball, made with pea protein, oats, potatoes, onion and apple, has the taste and juicy bite of the meatball – and the climate footprint is just 4% of the original.;IKEA food & restaurant
6959;https://www.ikea.com/us/en/p/utrusta-corner-base-cab-pull-out-fitting-40265649/;https://www.ikea.com/us/en/images/products/utrusta-corner-base-cab-pull-out-fitting__0625752_pe692442_s5.jpg?f=s;40265649;UTRUSTA Corner base cab pull-out fitting;Kitchen & appliances/Kitchen drawer organization/Shelves & drawers;Let the pots come to you. This corner base cabinet pull-out fitting allows you to maximize kitchen storage space - and easily see and reach all your stored items by pulling the fitting out of the cabinet.;Kitchen & appliances
5307;https://www.ikea.com/us/en/p/skadis-connector-for-wardrobe-white-10477643/;https://www.ikea.com/us/en/images/products/skadis-connector-for-wardrobe-white__0976497_pe813259_s5.jpg?f=s;10477643;SKÅDIS Connector for wardrobe;Home Décor/Noticeboards;These connectors allow you to hang SKÅDIS pegboard on the side of PLATSA wardrobe or any other wardrobe with a straight top edge. A simple way to conjure up extra storage space.;Home Décor
3362;https://www.ikea.com/us/en/p/ingolf-stool-brown-black-40248527/;https://www.ikea.com/us/en/images/products/ingolf-stool-brown-black__0727393_pe735645_s5.jpg?f=s;40248527;INGOLF Stool;Furniture/Chairs/Stools & benches/Stools;Why not have the same style throughout your home? INGOLF series looks just as nice in the kitchen and dining room as in the bedroom or hallway. The solid wood construction holds up well.;Furniture
1348;https://www.ikea.com/us/en/p/fjaelltimotej-cushion-white-black-20507116/;https://www.ikea.com/us/en/images/products/fjaelltimotej-cushion-white-black__0980761_pe815101_s5.jpg?f=s;20507116;FJÄLLTIMOTEJ Cushion;Beds & mattresses/Bedding/Cushions & cushions covers/Cushions;Do the dots form a pattern or are they scattered randomly? The playful expression in black and white feels both fresh and modern. Teams up well with LIGUSTERFLY and SVAMPMAL cushions.;Beds & mattresses
1782;https://www.ikea.com/us/en/p/oumbaerlig-saute-pan-with-lid-80343650/;https://www.ikea.com/us/en/images/products/oumbaerlig-saute-pan-with-lid__0710339_pe727460_s5.jpg?f=s;80343650;OUMBÄRLIG Sauté pan with lid;Cookware & tableware/Cookware & kitchenware/Cooking pans/Sauté pans;Suitable for all types of cooktops, including induction cooktops.;Cookware & tableware
